safe_anchor,domain_in_title,google_index,page_rank,status
0.0,1,1,4,0
90.0,1,1,4,1
0.0,1,1,2,0
100.0,1,1,0,0
0.0,1,0,10,1
0.0,1,1,0,0
0.0,1,1,2,0
68.75,1,0,3,1
37.5,1,0,6,1
54.54545455,0,0,2,1
14.28571429,1,1,5,0
56.14035088,0,1,5,1
9.090909091,1,1,0,0
63.63636364,0,1,1,0
0.0,1,1,2,0
100.0,1,1,4,0
0.0,1,1,0,0
0.0,1,1,2,0
100.0,1,1,0,0
81.25,1,0,5,1
96.62162162,1,0,6,1
42.85714286,1,0,0,0
82.14285714,1,1,1,0
20.0,0,0,6,1
68.75,0,0,2,1
22.22222222,0,0,2,1
66.66666667,1,0,4,1
60.0,1,0,3,1
0.0,1,1,0,0
100.0,1,1,0,0
0.0,1,0,5,1
0.0,1,1,3,0
0.0,1,0,4,1
0.0,1,1,5,1
25.0,1,1,5,0
100.0,1,0,5,1
0.0,1,0,2,1
0.0,1,1,3,0
0.0,1,1,1,0
0.0,1,0,6,1
0.0,1,1,0,0
82.05128205,1,0,8,1
87.75510204,1,0,4,1
0.0,0,0,0,0
80.0,1,0,10,1
100.0,0,0,3,0
0.0,1,1,5,1
100.0,1,1,0,0
27.27272727,0,0,5,1
61.29032258,1,1,5,0
69.60784314,1,0,3,1
14.70588235,0,0,6,1
100.0,1,1,6,0
66.66666667,0,0,5,1
100.0,1,1,0,0
25.0,1,1,5,0
35.71428571,1,0,5,1
4.347826087,1,1,2,0
0.0,0,0,2,1
25.0,1,1,5,0
0.0,1,0,2,0
33.33333333,0,0,2,1
22.72727273,1,0,5,1
0.0,1,1,0,0
100.0,1,1,3,1
0.0,1,0,2,1
0.0,1,0,7,1
19.35483871,0,0,6,1
29.62962963,0,0,5,1
50.0,1,0,2,1
0.0,1,1,1,0
50.0,1,0,0,1
22.58064516,1,0,9,1
25.0,1,1,5,0
99.62216625,0,0,4,1
68.57142857,1,0,3,1
28.20512821,1,0,5,1
66.66666667,0,0,3,1
0.0,1,1,5,0
40.42553191,1,0,6,1
0.0,1,0,6,1
100.0,1,1,7,0
97.46835443,0,1,2,0
50.0,1,0,2,1
100.0,1,1,0,0
25.0,1,1,5,0
88.0,1,1,0,0
50.0,0,0,3,1
0.0,1,1,2,0
25.0,1,1,0,0
44.0,1,1,3,0
0.0,1,0,2,0
100.0,1,1,0,0
67.32026144,0,0,7,1
68.18181818,0,0,7,1
50.0,1,0,5,1
14.28571429,1,1,5,0
100.0,1,0,5,1
5.263157895,1,0,4,1
69.56521739,1,0,5,1
63.15789474,1,1,0,0
0.0,1,1,0,0
63.33333333,1,1,5,1
100.0,1,1,2,0
84.32432432,1,1,0,0
0.0,1,0,4,1
7.843137255,1,0,5,1
85.71428571,1,1,0,0
0.0,1,1,3,0
46.42857143,0,0,7,1
50.0,1,0,6,1
99.81884058,1,0,2,1
94.44444444,1,1,0,0
0.0,1,1,6,1
0.0,1,0,5,0
52.0,1,1,6,1
82.14285714,0,0,2,1
18.18181818,1,0,6,0
0.0,1,0,5,1
71.42857143,0,0,4,1
0.0,1,1,0,0
44.0,0,0,4,1
100.0,1,1,0,0
25.0,1,1,5,0
100.0,1,1,0,0
81.81818182,1,0,3,1
0.0,1,0,5,1
96.55172414,1,1,2,0
0.0,1,0,4,0
17.39130435,1,1,3,0
0.0,1,0,0,0
78.57142857,0,0,5,1
100.0,1,1,2,0
0.0,1,1,4,0
0.0,1,1,4,1
61.9047619,0,0,7,1
79.48717949,0,1,4,1
0.0,1,0,3,1
0.0,0,1,6,0
100.0,0,1,2,0
11.71875,0,0,2,0
0.0,1,1,0,0
40.90909091,0,0,4,1
0.0,1,0,0,0
61.11111111,0,0,3,1
0.0,1,1,0,0
100.0,0,0,0,1
0.0,1,1,6,0
100.0,0,1,7,1
0.0,1,1,5,0
100.0,1,1,0,0
0.0,1,1,2,0
6.956521739,1,0,5,1
78.03738318,0,0,7,1
36.73469388,0,0,3,1
100.0,1,1,5,0
0.0,0,0,2,1
0.0,1,1,0,0
84.375,1,0,4,1
40.0,0,1,2,1
84.11764706,1,0,5,1
0.0,1,0,5,1
0.0,1,1,5,0
0.0,1,1,2,0
25.0,1,1,5,0
19.17808219,1,1,0,0
0.0,1,1,2,0
100.0,1,1,1,0
27.53623188,1,0,5,1
100.0,0,0,1,1
100.0,1,0,3,0
91.93548387,1,1,5,1
14.28571429,1,1,5,0
53.33333333,1,0,6,1
100.0,0,0,1,1
57.14285714,0,0,7,1
33.33333333,0,0,4,1
0.0,1,1,3,0
100.0,1,1,3,0
95.0,1,0,5,1
100.0,1,0,5,1
0.0,1,1,0,0
0.0,1,0,4,1
40.0,1,1,0,0
0.0,1,1,10,0
37.5,1,0,3,1
100.0,1,1,2,0
44.44444444,1,0,3,1
3.47826087,1,0,5,1
75.67567568,1,0,3,1
17.64705882,1,0,3,1
20.0,1,0,6,1
100.0,1,1,0,0
0.0,1,1,2,0
27.27272727,0,0,5,1
100.0,1,1,5,0
55.55555556,1,1,7,1
71.42857143,1,0,3,1
13.23529412,1,1,5,1
0.0,1,1,4,0
12.58278146,1,1,5,1
99.65014577,1,1,7,1
0.0,1,0,2,0
100.0,0,1,0,0
0.0,1,1,1,0
92.85714286,1,0,3,1
100.0,1,1,0,0
0.0,1,1,0,0
33.33333333,1,0,3,1
0.0,1,1,5,0
0.0,1,0,5,1
0.0,1,1,0,0
30.3030303,1,0,4,1
0.0,1,0,5,1
0.0,1,1,3,0
100.0,1,1,1,0
0.0,1,1,0,0
50.0,0,0,7,1
0.0,1,1,2,0
70.0,1,0,5,1
30.0,1,1,1,0
100.0,0,0,0,1
0.0,0,0,7,1
58.69565217,0,0,7,1
65.11627907,1,0,3,1
83.33333333,1,0,5,1
100.0,1,0,4,1
0.0,0,1,6,1
71.42857143,0,0,8,1
70.0,1,1,0,0
13.63636364,0,0,6,1
0.0,1,1,5,0
84.31372549,1,1,0,0
100.0,1,1,0,0
49.29577465,1,1,4,1
0.0,1,0,4,1
33.33333333,1,0,1,0
73.68421053,0,0,7,1
20.0,1,0,4,1
0.0,1,1,2,0
50.0,0,1,6,0
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,0,0
100.0,1,1,0,0
25.0,1,1,5,0
25.0,1,1,5,0
100.0,1,0,6,1
25.0,1,1,5,0
0.0,1,1,0,0
0.0,1,0,4,1
50.0,0,0,6,1
66.66666667,0,0,8,1
76.76767677,1,0,5,1
0.0,1,1,2,0
100.0,0,0,5,1
96.0,1,1,8,1
0.0,0,1,6,0
94.44444444,1,0,4,1
33.33333333,1,1,3,1
0.0,0,0,3,1
0.0,1,0,5,0
0.0,0,0,3,1
26.47058824,0,0,6,1
86.04651163,1,1,0,0
80.0,0,1,6,1
0.0,1,0,5,1
51.61290323,1,0,6,1
0.0,1,1,0,0
100.0,1,1,0,0
0.0,1,1,0,0
20.0,0,0,2,1
0.0,1,1,1,0
61.70212766,1,1,4,1
50.0,1,0,3,1
0.0,0,1,10,0
87.5,1,0,2,1
100.0,1,0,2,0
80.0,1,0,10,1
0.0,1,1,0,0
0.0,1,1,3,0
5.263157895,1,1,0,0
0.0,1,1,0,0
50.0,0,0,5,1
33.33333333,1,0,8,1
11.11111111,0,0,10,1
18.18181818,1,1,3,0
25.0,0,1,4,1
45.83333333,1,0,3,1
77.92207792,1,0,6,1
0.0,1,1,4,0
80.0,1,0,5,1
75.0,1,1,4,0
35.8974359,1,0,5,1
14.28571429,1,1,5,0
0.0,1,1,0,0
100.0,0,1,0,0
6.12244898,1,1,2,0
0.0,1,1,0,0
80.0,1,0,3,1
0.0,1,1,4,0
0.0,1,1,0,0
100.0,1,1,1,0
0.0,1,1,0,0
25.0,1,1,5,0
0.0,1,1,1,0
0.0,1,1,2,0
63.63636364,1,1,4,1
53.57142857,0,0,7,1
100.0,1,1,5,0
46.15384615,1,1,0,0
0.0,1,1,0,0
20.0,1,0,0,1
75.67567568,0,0,2,1
33.33333333,1,0,4,1
28.57142857,1,0,3,0
80.0,1,0,5,1
100.0,1,1,0,0
100.0,1,1,0,0
11.11111111,1,0,0,1
69.23076923,1,0,1,0
71.42857143,1,1,4,1
0.0,1,1,5,0
0.0,1,1,0,0
33.33333333,1,0,4,1
0.0,1,0,5,1
50.0,1,0,4,1
42.85714286,1,0,8,1
0.0,1,1,4,1
20.0,0,1,3,1
100.0,1,0,1,1
0.0,1,1,0,0
0.0,1,1,1,0
0.0,1,1,0,0
70.27027027,1,1,3,1
0.0,0,0,4,1
25.0,0,0,7,1
25.0,1,1,5,0
21.42857143,1,1,0,0
0.0,1,1,2,0
75.0,1,0,1,1
100.0,1,1,1,0
9.6,1,0,5,1
100.0,0,0,5,1
100.0,1,1,0,0
14.28571429,1,1,5,0
100.0,1,0,7,1
0.0,1,1,5,0
63.2183908,0,1,7,1
0.0,0,1,8,1
51.66666667,1,1,0,0
0.0,1,1,0,0
100.0,1,1,2,0
70.43478261,0,0,7,1
16.66666667,1,1,0,0
100.0,1,1,0,0
0.0,1,1,0,0
0.0,0,0,2,1
0.0,1,1,2,0
28.57142857,0,1,2,1
0.0,1,0,5,1
64.0,1,0,5,1
0.0,1,1,1,0
10.0,1,1,5,1
50.0,1,1,6,1
0.0,1,1,0,0
9.090909091,1,0,2,1
0.0,1,1,4,0
7.430340557,1,0,4,1
8.333333333,1,0,3,1
100.0,1,0,7,1
55.55555556,1,0,3,1
0.0,0,1,8,1
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,4,1
62.5,0,0,4,1
100.0,1,1,0,0
0.0,1,0,0,0
62.5,1,1,3,0
62.0,1,1,2,0
73.03370787,0,0,5,1
40.98360656,0,1,6,1
0.0,1,0,4,1
56.92307692,1,1,5,0
0.0,0,0,5,1
0.0,1,1,0,0
63.15789474,1,0,5,1
0.0,1,1,0,0
0.0,1,1,3,0
70.0,1,0,5,1
0.0,1,1,0,0
24.13793103,0,0,2,1
0.0,1,1,0,0
0.0,0,0,3,1
26.31578947,0,0,6,1
100.0,1,1,7,1
40.0,1,0,6,1
60.0,1,0,3,1
0.0,1,1,0,0
100.0,1,1,0,0
85.71428571,1,1,0,0
0.0,1,0,3,1
0.0,1,1,0,0
100.0,1,1,0,0
23.52941176,0,1,6,1
0.0,1,0,4,0
0.0,1,1,0,0
60.0,0,1,8,1
25.0,1,1,0,0
100.0,1,1,0,0
0.0,1,0,5,1
0.0,1,1,5,0
100.0,1,1,0,0
0.0,1,1,2,1
100.0,1,1,0,0
0.0,1,1,1,0
0.0,1,1,1,0
50.0,0,0,2,1
0.0,1,1,0,0
72.72727273,1,0,5,1
13.04347826,0,0,5,1
53.84615385,1,1,3,1
41.17647059,1,1,5,1
62.5,1,0,5,1
61.9047619,1,0,5,1
0.0,0,0,7,1
66.66666667,1,0,3,1
53.33333333,0,0,4,1
0.0,1,1,2,0
0.0,1,1,10,1
70.0,1,0,4,1
47.82608696,1,0,5,1
52.0,1,1,0,0
100.0,1,1,1,0
63.92694064,0,0,7,1
0.0,1,1,0,0
33.33333333,0,0,5,1
100.0,1,1,2,0
36.11111111,1,0,3,1
50.0,1,0,3,1
21.42857143,1,1,4,0
0.0,1,1,0,0
25.0,1,0,5,1
50.0,0,0,4,1
0.0,1,0,5,1
100.0,0,1,2,1
100.0,0,0,0,1
0.0,1,1,5,0
0.0,1,1,8,0
0.0,1,0,0,0
36.36363636,0,0,1,1
72.15189873,1,1,5,1
76.92307692,0,1,2,1
0.0,1,1,1,0
50.0,1,0,4,1
0.0,1,1,0,0
20.0,1,1,2,0
0.0,1,0,1,0
0.0,1,0,3,0
46.15384615,0,0,3,1
26.66666667,1,0,4,1
0.0,1,1,0,0
0.0,1,0,3,1
10.84337349,1,0,5,1
89.04109589,1,0,4,1
33.33333333,0,1,5,1
8.333333333,1,0,2,1
69.09090909,0,0,7,1
15.78947368,1,0,5,1
25.0,1,0,4,1
40.0,0,0,2,1
50.0,1,1,2,0
0.0,0,1,6,0
5.263157895,1,1,2,0
0.0,0,0,7,1
14.28571429,0,0,3,1
20.0,1,0,4,1
92.85714286,0,0,6,1
0.0,1,0,5,1
38.0952381,0,1,7,1
100.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,2,0
80.0,1,0,5,1
80.0,1,0,3,1
0.0,1,1,4,0
100.0,1,1,2,0
0.0,1,1,2,0
100.0,1,1,1,0
0.0,0,1,7,1
100.0,1,1,0,0
0.0,0,1,6,1
25.0,1,1,5,0
66.66666667,0,0,3,1
79.16666667,1,0,5,1
54.16666667,1,0,4,1
100.0,0,0,10,1
0.0,1,1,0,0
6.25,1,0,5,1
25.0,1,1,5,0
75.0,1,1,2,0
50.0,1,0,7,1
0.0,0,0,7,1
100.0,1,1,0,0
46.66666667,0,1,6,1
0.0,1,1,3,0
100.0,1,0,4,1
0.0,1,1,3,0
50.0,1,1,2,0
0.0,0,0,4,1
100.0,0,0,1,0
0.0,1,1,0,0
70.83333333,1,1,2,0
100.0,1,0,5,1
88.57142857,1,0,6,1
0.0,1,0,3,1
50.0,0,1,1,1
53.33333333,1,0,6,1
0.0,1,1,4,1
16.66666667,1,0,2,0
100.0,1,1,0,0
100.0,1,1,5,1
42.85714286,1,0,5,1
54.6875,1,0,7,1
55.55555556,1,0,4,1
0.0,0,1,2,0
100.0,1,0,5,1
75.0,1,0,2,0
66.66666667,1,0,4,1
100.0,1,1,0,0
44.44444444,1,1,0,0
0.0,1,0,3,1
100.0,1,1,0,0
42.85714286,1,0,4,1
88.88888889,0,0,6,1
11.62790698,0,1,4,1
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,0,2,0
0.0,1,1,1,0
50.0,1,0,7,1
0.0,0,0,10,1
77.64705882,1,0,3,1
0.0,1,0,5,0
100.0,0,0,1,1
79.16666667,1,0,6,1
20.0,1,0,1,1
0.0,1,1,2,0
0.0,1,1,3,0
25.0,1,1,5,0
0.0,1,0,0,0
96.36363636,1,1,7,1
0.0,1,1,6,0
0.0,1,1,1,0
0.0,0,1,0,0
0.0,1,1,0,0
0.0,0,1,0,0
100.0,1,0,10,0
50.58823529,1,0,4,0
0.0,0,1,10,0
37.5,0,0,5,1
0.0,0,0,7,0
75.0,1,0,4,1
30.76923077,0,1,6,1
28.57142857,0,0,6,1
38.0952381,0,0,4,1
0.0,1,1,0,0
63.26530612,0,0,7,1
66.66666667,1,0,0,1
0.0,1,1,0,0
11.11111111,0,0,10,1
50.0,1,1,5,1
0.0,1,1,0,0
93.75,1,0,5,1
0.0,1,1,3,0
100.0,0,1,2,1
0.0,0,0,5,1
16.66666667,0,1,7,1
0.0,1,1,0,0
0.0,1,1,0,0
76.0,1,0,5,1
100.0,1,1,0,0
40.0,0,0,6,1
0.0,1,1,6,1
70.0,1,1,0,0
26.66666667,0,0,2,1
0.0,0,0,5,1
50.0,0,0,5,1
72.22222222,0,0,6,1
85.29411765,1,1,4,1
50.0,1,0,2,1
0.0,1,0,5,0
0.0,1,0,10,0
64.28571429,0,0,5,1
0.0,1,1,2,0
100.0,0,0,5,1
0.0,1,0,6,1
100.0,1,1,0,0
0.0,1,1,0,0
14.28571429,1,1,5,0
52.0,1,0,5,1
55.17241379,1,0,6,1
20.58823529,1,0,1,1
0.0,1,1,0,0
0.0,1,0,5,1
0.0,1,1,4,1
37.5,0,0,6,1
50.0,1,0,2,1
0.0,1,0,5,0
7.692307692,0,0,4,1
100.0,1,1,1,0
0.0,1,1,0,0
0.0,0,1,2,0
0.0,0,0,3,1
0.0,1,1,0,0
42.85714286,1,0,4,1
100.0,1,0,0,1
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,0,5,1
26.08695652,1,0,5,1
14.28571429,1,1,5,0
0.0,1,0,5,1
50.0,1,0,0,0
0.0,0,1,5,0
0.0,1,1,2,0
0.0,1,1,0,0
0.0,1,0,2,1
26.08695652,1,0,1,1
33.33333333,1,0,4,1
0.0,1,0,0,0
60.0,0,0,5,1
62.5,1,0,2,1
0.0,1,1,4,0
17.85714286,1,0,6,1
100.0,1,1,2,0
36.36363636,1,0,5,1
0.0,1,0,3,1
57.14285714,0,0,0,0
0.0,1,1,1,0
14.28571429,1,1,5,0
50.0,1,0,4,1
0.0,1,1,4,0
97.22222222,0,0,8,1
50.0,0,0,3,1
0.0,1,1,1,0
14.28571429,1,1,5,0
0.0,1,0,4,1
18.18181818,0,1,6,1
25.86206897,0,0,5,1
25.0,1,1,2,0
56.92307692,1,1,5,0
90.90909091,1,0,2,0
0.0,1,1,5,0
95.65217391,1,0,5,1
0.0,1,1,0,0
0.0,1,1,2,0
100.0,1,1,0,0
0.0,1,1,4,0
0.0,1,0,0,0
83.33333333,0,0,4,1
30.18867925,0,0,5,1
0.0,1,0,4,1
60.60606061,1,0,5,1
0.0,1,1,0,0
64.28571429,0,0,5,1
0.0,1,1,2,0
0.0,1,1,2,0
0.0,0,1,0,0
50.0,1,0,2,1
0.0,1,0,0,0
14.28571429,1,1,5,0
12.5,0,0,6,1
84.61538462,0,0,4,1
16.66666667,1,1,7,1
0.0,0,0,6,1
0.0,0,0,3,1
0.0,1,1,0,0
50.0,1,0,4,1
50.0,1,0,2,1
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,2,0
100.0,1,1,0,0
0.0,1,1,1,1
100.0,1,1,0,0
0.0,1,0,3,1
0.0,1,0,2,1
0.0,0,1,5,0
63.63636364,1,0,7,1
0.0,0,1,8,1
9.523809524,0,0,2,1
72.72727273,0,1,5,1
100.0,1,1,0,0
14.28571429,1,1,5,0
100.0,0,1,0,0
20.0,0,0,6,1
14.28571429,1,1,1,0
0.0,0,0,3,1
41.17647059,0,1,3,1
0.0,0,1,0,0
0.0,1,1,0,0
100.0,0,0,8,1
100.0,1,1,0,0
33.33333333,0,0,4,1
0.0,1,1,0,0
50.0,1,0,4,1
25.0,1,1,5,0
0.0,1,1,1,0
0.0,1,1,1,0
50.0,1,0,3,1
0.0,1,1,0,0
0.0,0,1,3,0
0.0,1,1,2,0
43.90243902,0,0,4,1
25.0,1,1,5,0
0.0,1,0,4,1
46.15384615,1,1,0,0
0.0,1,1,5,1
72.72727273,0,1,6,1
30.59210526,1,0,7,1
60.0,1,1,4,0
100.0,0,1,7,1
0.0,1,0,2,0
15.38461538,1,0,4,1
100.0,1,1,0,0
100.0,1,1,1,0
25.0,1,1,5,0
76.31578947,1,0,5,1
35.41666667,1,0,2,1
100.0,1,1,0,0
37.5,1,1,2,0
0.0,1,1,2,0
3.686635945,1,1,0,0
100.0,1,0,10,0
0.0,1,0,2,1
0.0,1,1,3,0
82.35294118,1,0,5,1
0.0,0,0,10,1
100.0,1,1,0,0
100.0,1,1,4,0
100.0,1,1,2,0
0.0,1,1,4,0
2.941176471,1,0,1,1
100.0,1,0,10,1
100.0,1,0,4,0
0.0,1,1,0,0
20.0,0,0,6,1
0.0,1,1,0,0
100.0,1,1,0,0
11.70731707,1,0,3,1
0.0,1,1,4,0
100.0,1,1,0,0
87.5,0,0,0,0
0.0,1,1,4,0
0.0,0,0,5,1
83.33333333,1,1,0,0
67.44186047,0,0,7,1
0.0,1,0,0,0
75.0,0,1,1,0
0.0,1,1,0,0
35.48387097,1,0,4,1
61.40350877,1,0,5,1
0.0,1,1,1,0
0.0,0,1,10,1
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,0,1,0
0.0,1,0,4,1
100.0,1,0,5,1
0.0,0,1,6,0
25.0,1,1,5,0
0.0,1,1,0,0
0.0,1,1,2,0
100.0,1,0,3,0
65.85365854,1,0,5,1
100.0,1,1,1,0
86.04651163,1,1,0,0
100.0,1,0,8,1
100.0,1,1,0,0
0.0,1,1,1,0
66.66666667,1,0,5,1
93.75,1,1,0,0
0.0,0,1,4,1
0.0,1,0,2,0
95.0,0,1,5,1
100.0,1,1,0,0
25.0,1,0,7,1
0.0,1,1,2,0
0.0,1,1,1,0
0.0,1,1,1,0
46.15384615,1,0,5,1
10.29411765,1,0,5,1
86.84210526,0,0,2,1
0.0,1,1,3,0
0.0,1,1,4,0
66.66666667,1,0,5,1
19.04761905,1,0,0,0
0.0,1,1,2,0
0.0,1,1,0,0
0.0,0,1,4,0
0.0,1,1,1,0
0.0,1,1,0,0
25.0,1,1,5,0
0.0,1,0,0,0
30.0,0,0,4,1
0.0,0,0,4,1
77.77777778,0,0,6,1
0.0,1,0,0,0
0.0,1,0,4,1
100.0,1,1,2,0
0.0,1,1,0,0
0.0,1,0,5,1
25.0,1,1,5,0
0.0,1,1,7,0
20.0,1,0,4,1
0.0,1,0,4,1
40.0,1,1,2,0
25.0,1,0,8,1
100.0,0,0,5,1
0.0,1,1,0,0
100.0,1,1,0,0
24.78632479,1,0,8,1
22.85714286,1,0,7,1
37.5,1,0,3,1
21.05263158,1,1,5,1
72.72727273,1,0,3,1
0.0,1,0,1,0
23.07692308,0,0,5,1
0.0,0,0,4,1
100.0,0,0,5,1
11.11111111,1,0,4,1
0.0,1,1,0,0
83.33333333,1,0,5,1
0.0,1,1,0,0
13.04347826,1,0,4,1
100.0,1,1,2,0
0.0,1,1,1,0
0.0,0,0,2,1
67.12328767,1,0,3,1
62.5,1,0,6,1
40.0,1,0,4,1
0.0,1,0,4,0
34.21052632,1,0,6,1
50.0,1,1,4,1
9.302325581,1,1,0,0
0.0,1,1,1,0
20.0,0,0,6,1
100.0,1,0,5,0
100.0,1,0,3,1
9.677419355,1,0,6,1
40.0,0,1,5,1
0.0,1,1,2,0
0.0,1,1,8,1
79.16666667,1,0,5,1
0.0,1,1,3,0
0.0,1,1,4,1
0.0,1,1,3,0
0.0,1,1,0,0
0.0,0,1,4,1
33.33333333,0,0,4,1
35.0,0,0,3,1
97.93814433,0,0,4,1
100.0,0,0,10,1
100.0,1,0,5,1
75.0,0,0,3,1
0.0,0,0,3,1
66.66666667,0,0,8,1
100.0,1,0,5,1
20.0,0,1,5,1
0.0,1,1,3,0
0.0,0,1,4,0
100.0,0,0,5,1
0.0,1,1,2,0
0.0,1,1,0,0
100.0,0,1,2,0
0.0,1,0,6,1
0.0,1,1,1,0
6.666666667,1,1,2,0
54.54545455,0,1,0,0
100.0,1,0,0,0
0.0,1,1,0,0
0.0,1,0,4,1
0.0,1,0,5,0
26.66666667,0,0,4,1
0.0,1,1,0,0
100.0,1,0,2,1
0.0,1,1,2,0
0.0,1,1,1,0
100.0,1,1,0,0
80.0,0,1,8,1
0.0,0,1,10,0
23.52941176,1,0,4,1
4.166666667,1,0,1,1
0.0,1,1,1,0
9.090909091,1,0,0,1
33.33333333,1,0,5,1
100.0,1,1,2,0
0.0,1,1,0,0
100.0,0,0,4,1
0.0,1,1,1,0
0.0,1,1,1,0
0.0,1,0,7,1
100.0,1,1,0,0
77.77777778,1,0,3,1
0.0,1,1,3,1
0.0,1,1,0,0
0.0,1,1,5,0
0.0,1,1,2,1
30.76923077,1,1,0,0
0.0,1,1,0,0
0.0,1,1,4,0
0.0,0,1,4,0
100.0,1,1,0,0
0.0,1,1,0,0
39.13043478,1,1,1,0
18.18181818,0,0,7,1
0.0,1,0,5,1
0.0,1,1,5,0
69.56521739,0,0,7,1
0.0,1,1,3,0
2.491103203,1,0,5,1
0.0,1,1,0,0
0.0,0,0,2,1
0.0,1,1,0,0
40.0,0,0,5,1
50.0,0,0,2,1
0.0,1,0,4,1
42.7184466,0,0,5,1
0.0,1,1,3,0
0.0,1,1,4,0
0.0,1,1,1,0
0.0,1,0,1,1
0.0,0,0,5,1
0.0,1,1,0,1
0.0,1,0,4,1
90.47619048,1,0,7,1
47.36842105,1,0,4,1
25.0,1,1,5,0
0.0,1,1,0,0
0.0,1,1,2,0
5.882352941,1,1,2,0
78.73303167,0,0,5,1
91.22807018,1,0,3,1
0.0,1,0,4,1
100.0,1,1,2,0
100.0,1,1,0,0
40.0,1,0,2,1
0.0,1,1,1,0
62.5,1,0,4,1
96.5648855,1,0,8,1
14.28571429,1,1,5,0
100.0,1,0,2,1
100.0,1,1,0,0
97.5,0,0,5,1
50.0,1,1,2,0
25.0,1,1,5,0
100.0,1,1,0,0
0.0,1,1,5,0
50.0,1,0,5,1
0.0,1,0,6,0
0.0,1,1,4,0
21.05263158,0,0,4,1
50.0,1,1,0,0
100.0,1,1,0,0
0.0,1,0,1,1
0.0,1,1,0,1
0.0,1,1,4,1
0.0,1,1,2,0
50.0,1,1,2,0
65.2173913,1,0,8,1
8.510638298,1,1,6,1
0.0,0,0,2,1
50.0,0,0,3,1
0.0,1,0,4,0
0.0,1,1,3,1
32.3943662,1,1,0,0
0.0,1,1,1,0
0.0,0,1,0,0
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,0,0
0.0,1,1,2,0
100.0,1,1,0,0
0.0,1,1,7,0
54.54545455,0,0,1,1
0.0,1,1,7,0
0.0,1,0,5,1
80.0,1,0,0,1
58.62068966,0,1,5,1
25.0,1,1,5,0
0.0,1,1,0,0
58.82352941,1,0,4,1
25.0,1,1,5,0
50.0,0,1,3,1
100.0,1,1,4,0
50.0,0,0,3,1
44.44444444,1,0,7,1
0.0,1,1,2,0
37.5,0,1,2,0
3.225806452,1,0,4,1
0.0,1,1,0,0
0.0,1,1,4,0
0.0,1,1,1,0
0.0,1,1,0,0
70.0,1,0,5,1
53.84615385,1,1,8,1
85.71428571,1,1,0,0
0.0,1,1,4,0
0.0,1,1,4,0
64.28571429,1,1,6,1
0.0,1,1,3,0
31.57894737,1,1,3,1
0.0,1,1,1,0
100.0,1,1,0,0
0.0,1,1,3,0
0.0,1,1,5,1
0.0,1,1,0,0
94.87179487,0,0,3,1
60.46511628,0,0,7,1
0.0,1,1,2,0
73.33333333,0,0,8,1
100.0,1,0,4,1
16.66666667,0,0,6,1
0.0,1,1,2,0
0.0,1,1,0,0
50.0,1,0,2,1
93.44262295,1,0,5,1
0.0,1,1,1,0
16.66666667,1,0,3,1
100.0,0,0,3,1
100.0,1,1,2,0
0.0,1,1,0,0
10.52631579,1,0,3,1
0.0,1,1,3,0
29.03225806,0,0,2,1
0.0,0,1,2,1
0.0,1,1,1,0
33.33333333,0,0,1,1
75.0,0,0,10,1
0.0,1,1,1,0
56.84210526,1,0,4,1
0.0,1,0,0,0
25.0,1,1,5,0
0.0,1,0,5,1
100.0,1,1,0,0
0.0,1,1,0,0
22.72727273,1,1,4,1
0.0,1,1,0,0
100.0,1,1,0,0
95.23809524,1,1,4,1
0.0,1,1,1,0
60.0,1,0,2,1
0.0,1,1,4,0
81.25,1,0,4,1
0.0,1,1,1,0
0.0,1,1,6,0
50.0,1,0,6,1
57.14285714,0,0,6,1
14.28571429,1,1,5,0
95.34883721,1,0,4,1
0.0,1,1,0,0
100.0,1,1,0,0
66.66666667,0,0,2,1
100.0,1,1,0,0
0.0,1,1,0,0
100.0,1,0,2,1
6.12244898,1,1,2,0
50.0,0,0,2,1
0.0,1,0,9,0
100.0,0,0,10,1
50.0,0,1,0,0
0.0,1,1,5,0
71.69811321,1,0,3,1
0.0,1,1,0,0
78.72340426,1,0,5,1
0.0,0,1,10,0
0.0,0,0,5,1
0.0,1,1,5,0
71.42857143,1,1,0,0
0.0,1,1,4,1
0.0,1,0,6,1
88.88888889,1,0,4,1
12.5,1,0,4,1
32.3943662,1,1,0,0
86.20689655,1,0,4,1
71.35678392,0,0,7,1
68.99224806,0,0,7,1
26.08695652,1,1,3,0
0.0,1,0,7,1
0.0,0,0,8,1
66.66666667,1,1,0,0
0.0,0,0,3,1
0.0,0,1,2,0
33.33333333,1,1,0,0
0.0,1,1,0,0
50.0,1,1,2,0
33.33333333,1,1,0,0
0.0,1,1,3,0
100.0,1,1,4,0
80.0,1,0,8,1
50.0,0,0,2,1
55.0,1,0,2,1
100.0,1,1,0,0
99.09090909,1,0,2,1
0.0,1,1,0,0
80.0,1,0,10,1
21.42857143,1,0,5,1
